,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
20163,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,10.8,"Indianapolis (Marion County), IN",8.8,13.3
20166,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,12.1,"Oakland (Alameda County), CA",9.1,15.9
20168,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,15.4,"Philadelphia, PA",13.5,17.4
20169,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,All,21.2,"Columbus, OH",17.2,25.2
20172,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,9.4,"Oakland (Alameda County), CA",4.9,16.5
20173,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Asian/PI,10.1,"San Diego County, CA",7.3,13.7
20179,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,14.7,"Philadelphia, PA",11.8,17.7
20181,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,17.4,"Oakland (Alameda County), CA",10.8,26.7
20182,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Black,22.1,"Columbus, OH",14.9,31.5
20188,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,8.4,"San Diego County, CA",6.3,11.0
20189,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,Hispanic,14.8,"Philadelphia, PA",6.7,22.8
20200,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,9.7,"San Diego County, CA",8.5,11.0
20201,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,9.8,"Oakland (Alameda County), CA",5.4,16.5
20202,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,10.0,"Indianapolis (Marion County), IN",7.7,12.8
20203,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,10.0,"Portland (Multnomah County), OR",7.8,12.7
20206,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,14.8,"Philadelphia, PA",12.3,17.4
20207,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Both,White,20.4,"Columbus, OH",16.1,25.6
20209,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,8.4,"San Diego County, CA",7.1,9.7
20210,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,9.1,"Portland (Multnomah County), OR",6.6,12.2
20213,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,11.6,"Oakland (Alameda County), CA",7.7,16.7
20214,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,12.6,"Philadelphia, PA",10.5,14.8
20215,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Female,All,18.7,"Columbus, OH",14.1,24.2
20217,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,11.5,"Portland (Multnomah County), OR",8.0,15.9
20218,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,11.8,"San Diego County, CA",10.1,13.6
20220,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,12.5,"Oakland (Alameda County), CA",8.0,18.6
20221,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,15.0,"Indianapolis (Marion County), IN",11.2,19.7
20222,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,19.3,"Philadelphia, PA",15.8,22.8
20224,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2016,Male,All,26.8,"Columbus, OH",20.1,35.1
20227,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,All,4.8,"Las Vegas (Clark County), NV",3.8,5.7
20228,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,All,5.0,"San Antonio, TX",3.9,6.1
20233,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,All,8.5,"Columbus, OH",6.1,10.9
20238,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,All,12.6,"Oakland (Alameda County), CA",10.8,14.6
20239,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Asian/PI,15.1,"San Antonio, TX",3.9,26.3
20242,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Asian/PI,28.5,"Oakland (Alameda County), CA",23.4,34.4
20252,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Black,8.1,"San Antonio, TX",3.1,13.1
20256,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Black,12.7,"Oakland (Alameda County), CA",8.0,19.2
20257,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Black,15.2,"Columbus, OH",9.6,20.9
20265,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Hispanic,6.0,"San Antonio, TX",4.5,7.5
20268,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,Hispanic,9.7,"Oakland (Alameda County), CA",6.6,13.7
20284,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,White,1.5,"San Antonio, TX",0.5,2.5
20288,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Both,White,3.1,"Oakland (Alameda County), CA",1.7,5.2
20295,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Female,All,3.5,"Las Vegas (Clark County), NV",2.3,4.7
20302,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Female,All,7.0,"Columbus, OH",4.0,10.0
20304,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Female,All,9.8,"Oakland (Alameda County), CA",7.6,12.4
20309,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Male,All,6.0,"Las Vegas (Clark County), NV",4.5,7.5
20310,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Male,All,6.4,"San Antonio, TX",4.7,8.1
20316,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Male,All,10.1,"Columbus, OH",6.4,13.7
20319,"Tuberculosis Incidence Rate (Per 100,000 people)",2010,Male,All,15.6,"Oakland (Alameda County), CA",12.8,18.8
20323,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,All,3.6,"Portland (Multnomah County), OR",2.4,5.3
20325,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,All,4.6,"Las Vegas (Clark County), NV",3.7,5.6
20326,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,All,5.2,"Columbus, OH",3.3,7.0
20337,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,All,9.4,"Oakland (Alameda County), CA",7.8,11.1
20343,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Asian/PI,18.0,"Las Vegas (Clark County), NV",11.8,24.3
20348,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Asian/PI,24.6,"Oakland (Alameda County), CA",19.9,30.1
20350,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Asian/PI,26.0,"Portland (Multnomah County), OR",14.2,43.6
20364,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Black,6.7,"Las Vegas (Clark County), NV",3.0,10.3
20366,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Black,7.5,"Oakland (Alameda County), CA",4.0,12.9
20381,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Hispanic,4.5,"Oakland (Alameda County), CA",2.5,7.4
20385,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Hispanic,5.5,"Las Vegas (Clark County), NV",3.5,7.4
20411,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,White,1.4,"Las Vegas (Clark County), NV",0.6,2.1
20431,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Female,All,4.2,"Portland (Multnomah County), OR",2.4,6.9
20433,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Female,All,4.4,"Las Vegas (Clark County), NV",3.1,5.8
20438,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Female,All,7.1,"Oakland (Alameda County), CA",5.3,9.3
20450,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Male,All,4.8,"Las Vegas (Clark County), NV",3.4,6.2
20461,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Male,All,11.7,"Oakland (Alameda County), CA",9.3,14.5
20468,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,3.7,"Las Vegas (Clark County), NV",2.9,4.6
20472,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,5.0,"Columbus, OH",3.2,6.8
20486,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,9.6,"Oakland (Alameda County), CA",8.0,11.3
20496,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Asian/PI,17.5,"Las Vegas (Clark County), NV",11.3,23.6
20500,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Asian/PI,23.1,"Oakland (Alameda County), CA",18.6,28.4
20514,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Black,2.6,"Las Vegas (Clark County), NV",0.3,4.8
20528,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Black,9.9,"Oakland (Alameda County), CA",5.7,15.8
20530,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Black,11.6,"Columbus, OH",6.7,16.4
20540,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Hispanic,3.9,"Las Vegas (Clark County), NV",2.3,5.5
20548,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Hispanic,5.3,"Oakland (Alameda County), CA",3.1,8.3
20581,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,White,1.6,"Las Vegas (Clark County), NV",0.8,2.4
20587,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,White,2.4,"Oakland (Alameda County), CA",1.2,4.3
20597,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Female,All,3.0,"Las Vegas (Clark County), NV",1.9,4.1
20610,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Female,All,8.6,"Oakland (Alameda County), CA",6.6,11.0
20617,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Male,All,4.0,"Portland (Multnomah County), OR",2.2,6.6
20618,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Male,All,4.5,"Las Vegas (Clark County), NV",3.2,5.8
20634,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Male,All,10.6,"Oakland (Alameda County), CA",8.3,13.3
20643,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,All,3.6,"Las Vegas (Clark County), NV",2.7,4.4
20647,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,All,4.0,"Portland (Multnomah County), OR",2.8,5.7
20654,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,All,6.0,"Columbus, OH",4.0,7.9
20661,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,All,8.0,"Oakland (Alameda County), CA",6.6,9.6
20674,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Asian/PI,13.5,"Las Vegas (Clark County), NV",8.1,18.9
20677,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Asian/PI,20.8,"Oakland (Alameda County), CA",16.6,25.8
20695,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Black,5.1,"Las Vegas (Clark County), NV",2.0,8.3
20700,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Black,6.4,"Oakland (Alameda County), CA",3.2,11.4
20706,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Black,10.5,"Columbus, OH",5.9,15.1
20716,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Hispanic,4.2,"Las Vegas (Clark County), NV",2.5,5.9
20718,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Hispanic,4.3,"Oakland (Alameda County), CA",2.4,7.1
20752,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,White,1.2,"Las Vegas (Clark County), NV",0.5,1.9
20759,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,White,2.0,"Portland (Multnomah County), OR",1.0,3.6
20774,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Female,All,3.4,"Las Vegas (Clark County), NV",2.2,4.6
20777,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Female,All,4.1,"Portland (Multnomah County), OR",2.4,6.7
20785,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Female,All,5.6,"Oakland (Alameda County), CA",4.0,7.6
20795,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Male,All,3.8,"Las Vegas (Clark County), NV",2.6,5.0
20796,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Male,All,4.0,"Portland (Multnomah County), OR",2.2,6.5
20807,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Male,All,7.8,"Columbus, OH",4.6,11.0
20813,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Male,All,10.4,"Oakland (Alameda County), CA",8.1,13.1
20822,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,3.3,"Portland (Multnomah County), OR",2.2,4.9
20823,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,3.6,"Las Vegas (Clark County), NV",2.7,4.4
20828,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,4.8,"San Antonio, TX",3.8,5.8
20832,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,5.7,"Indianapolis (Marion County), IN",4.3,7.5
20833,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,5.8,"Columbus, OH",3.9,7.7
20842,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,All,7.4,"Oakland (Alameda County), CA",6.1,9.0
20848,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Asian/PI,17.4,"Oakland (Alameda County), CA",13.6,21.9
20850,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Asian/PI,19.8,"San Antonio, TX",8.1,31.5
20854,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Asian/PI,21.4,"Las Vegas (Clark County), NV",14.6,28.2
20866,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Black,3.6,"San Antonio, TX",0.5,6.8
20871,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Black,6.0,"Oakland (Alameda County), CA",2.9,11.1
20872,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Black,6.2,"Las Vegas (Clark County), NV",2.7,9.6
20884,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Hispanic,1.9,"Las Vegas (Clark County), NV",0.8,3.1
20887,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Hispanic,4.3,"Oakland (Alameda County), CA",2.4,7.1
20893,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,Hispanic,5.9,"San Antonio, TX",4.5,7.3
20919,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,White,0.9,"Las Vegas (Clark County), NV",0.3,1.4
20925,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,White,1.3,"San Antonio, TX",0.3,2.2
20930,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Both,White,2.4,"Oakland (Alameda County), CA",1.2,4.3
20939,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Female,All,3.4,"San Antonio, TX",2.2,4.6
20941,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Female,All,3.6,"Las Vegas (Clark County), NV",2.4,4.8
20950,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Female,All,6.4,"Oakland (Alameda County), CA",4.7,8.5
20959,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Male,All,3.6,"Las Vegas (Clark County), NV",2.4,4.7
20962,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Male,All,4.7,"Portland (Multnomah County), OR",2.8,7.4
20966,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Male,All,6.2,"San Antonio, TX",4.6,7.9
20972,"Tuberculosis Incidence Rate (Per 100,000 people)",2014,Male,All,8.6,"Oakland (Alameda County), CA",6.5,11.0
20984,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,All,3.3,"Portland (Multnomah County), OR",2.1,4.8
20985,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,All,3.7,"Las Vegas (Clark County), NV",2.8,4.5
20987,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,All,4.4,"San Antonio, TX",3.4,5.3
20988,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,All,4.5,"Columbus, OH",2.8,6.2
20996,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Asian/PI,13.8,"San Antonio, TX",4.2,23.3
20997,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Asian/PI,16.3,"Las Vegas (Clark County), NV",10.4,22.3
21000,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Asian/PI,21.8,"Portland (Multnomah County), OR",11.9,36.5
21003,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Asian/PI,23.5,"Oakland (Alameda County), CA",19.1,28.5
21018,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Black,9.2,"Las Vegas (Clark County), NV",5.0,13.5
21019,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Black,9.8,"Oakland (Alameda County), CA",5.6,15.8
21030,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Hispanic,4.0,"Oakland (Alameda County), CA",2.2,6.8
21033,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,Hispanic,5.4,"San Antonio, TX",4.0,6.8
21052,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,White,0.9,"Las Vegas (Clark County), NV",0.3,1.4
21056,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Both,White,1.8,"San Antonio, TX",0.7,2.9
21069,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Female,All,3.1,"San Antonio, TX",2.0,4.2
21071,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Female,All,3.5,"Portland (Multnomah County), OR",1.9,5.9
21072,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Female,All,3.7,"Las Vegas (Clark County), NV",2.5,4.9
21079,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Female,All,9.1,"Oakland (Alameda County), CA",7.1,11.6
21084,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Male,All,3.7,"Las Vegas (Clark County), NV",2.5,4.9
21088,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Male,All,5.7,"San Antonio, TX",4.2,7.2
21092,"Tuberculosis Incidence Rate (Per 100,000 people)",2015,Male,All,9.9,"Oakland (Alameda County), CA",7.7,12.4
21096,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,All,2.4,"Las Vegas (Clark County), NV",1.7,3.1
21097,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,All,3.3,"Portland (Multnomah County), OR",2.1,4.8
21100,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,All,5.7,"Columbus, OH",3.8,7.6
21104,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,All,9.0,"Oakland (Alameda County), CA",7.6,10.7
21105,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Asian/PI,18.4,"Portland (Multnomah County), OR",9.5,32.1
21106,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Asian/PI,22.5,"Oakland (Alameda County), CA",18.4,27.4
21114,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Black,6.7,"Las Vegas (Clark County), NV",3.0,10.3
21115,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Black,11.0,"Columbus, OH",6.3,15.8
21120,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Hispanic,2.3,"Las Vegas (Clark County), NV",1.0,3.5
21123,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Both,Hispanic,5.3,"Oakland (Alameda County), CA",3.2,8.3
21141,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Female,All,2.7,"Las Vegas (Clark County), NV",1.7,3.7
21146,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Female,All,6.4,"Oakland (Alameda County), CA",4.8,8.5
21149,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Male,All,2.1,"Las Vegas (Clark County), NV",1.2,3.1
21150,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Male,All,4.0,"Portland (Multnomah County), OR",2.3,6.6
21153,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Male,All,7.1,"Columbus, OH",4.1,10.2
21156,"Tuberculosis Incidence Rate (Per 100,000 people)",2016,Male,All,11.7,"Oakland (Alameda County), CA",9.3,14.1
